key,en-US,ja-JP,ko-KR,zh-CN,es-ES,de-DE,fr-FR
cant_load_sprites,"Sprites for some of your components ({0}) cannot be loaded.  
List of components:  
{1}","一部のコンポーネント （{0}） のスプライトを読み込めません。
コンポーネント一覧:  
{1}","일부 컴포넌트（{0}）의 스프라이트를 불러올 수 없습니다.  
컴포넌트 목록:  
{1}","某些组件 （{0}） 的精灵无法加载。  
组件列表：  
{1}","No se pueden cargar los sprites de algunos de tus componentes ({0}).  
Lista de componentes:  
{1}","Sprites für einige Ihrer Komponenten ({0}) können nicht geladen werden.  
Liste der Komponenten:  
{1}","Les sprites de certains de vos composants ({0}) ne peuvent pas être chargés.  
Liste des composants :  
{1}"
label_add_tmp_fonts_from_folder,Add from current folder,現在のフォルダーから追加,현재 폴더에서 추가,从当前文件夹添加,Añadir desde carpeta actual,Aus aktuellem Ordner hinzufügen,Ajouter depuis le dossier actuel
tooltip_add_fonts_from_folder,Add every supported font found in the selected folder to the list.,選択したフォルダー内の対応フォントをすべてリストに追加します。,선택한 폴더에서 지원되는 모든 폰트를 목록에 추가합니다.,将选定文件夹中所有受支持的字体添加到列表。,Agrega todas las fuentes compatibles de la carpeta seleccionada a la lista.,Fügt alle unterstützten Schriften aus dem ausgewählten Ordner zur Liste hinzu.,Ajoute toutes les polices compatibles du dossier sélectionné à la liste.
label_add_ttf_fonts_from_folder,Add from current folder,現在のフォルダーから追加,현재 폴더에서 추가,从当前文件夹添加,Añadir desde carpeta actual,Aus aktuellem Ordner hinzufügen,Ajouter depuis le dossier actuel
tooltip_add_ttf_fonts_from_folder,Add only .ttf fonts from the current folder to the list.,現在のフォルダーにある .ttf フォントのみをリストに追加します。,현재 폴더의 .ttf 폰트만 목록에 추가합니다.,仅将当前文件夹中的 .ttf 字体添加到列表。,Añade solo las fuentes .ttf de la carpeta actual a la lista.,Fügt nur .ttf-Schriften aus dem aktuellen Ordner zur Liste hinzu.,Ajoute uniquement les polices .ttf du dossier actuel à la liste.
label_asset,HOME,ホーム,홈,主页,INICIO,STARTSEITE,ACCUEIL
tooltip_asset,Configure the asset’s global behavior and status.,アセット全体の動作とステータスを設定します。,에셋의 전역 동작과 상태를 구성합니다.,配置此资源的全局行为和状态。,Configura el comportamiento global y el estado del asset.,Konfiguriert das globale Verhalten und den Status des Assets.,Configure le comportement global et l’état de l’asset.
label_asset_creator_settings,FONT ASSET CREATOR SETTINGS,フォントアセット作成設定,폰트 에셋 생성기 설정,字体资源创建器设置,AJUSTES DEL CREADOR DE FUENTES,FONT ASSET CREATOR EINSTELLUNGEN,PARAMÈTRES DE CRÉATION DE POLICE
tooltip_asset_creator_settings,"TextMeshPro font generation settings, identical to the settings of the 'Font Asset Creator' utility.",TextMeshPro フォント生成の設定で、'Font Asset Creator' ユーティリティの設定と同一です。,"TextMeshPro 폰트 생성 설정으로, 'Font Asset Creator' 유틸리티의 설정과 동일합니다.",TextMeshPro 字体生成设置，与“Font Asset Creator”工具的设置相同。,"Configuraciones de generación de fuentes de TextMeshPro, idénticas a los ajustes de la utilidad 'Font Asset Creator'.","TextMeshPro-Schriftgenerierungseinstellungen, identisch mit den Einstellungen des 'Font Asset Creator'-Tools.","Paramètres de génération de polices TextMeshPro, identiques à ceux de l'utilitaire 'Font Asset Creator'."
label_atlas_padding,Atlas Padding,アトラスのパディング,아틀라스 패딩,图集填充,Relleno del atlas,Atlas-Abstand,Marge de l'atlas
tooltip_atlas_padding,"Specify the space, in pixels, between characters in the font texture.

Padding provides the space required to render character separately, and to generate the SDF gradient (See the documentation on Font Assets for details).

The larger the padding, the smoother the transition, which allows for higher-quality rendering and larger effects, like thick outlines.

A padding of 5 is often fine for a 512x512 texture.","フォントテクスチャ内で文字間に設けるスペース（ピクセル単位）を指定します。

パディングは、文字を別々に描画するために必要なスペースを提供し、SDFグラデーションを生成するために使用されます（詳細はフォントアセットのドキュメントを参照してください）。

パディングが大きいほど遷移が滑らかになり、高品質なレンダリングや太いアウトラインなどの大きな効果を実現できます。

512x512のテクスチャでは、パディング5程度で十分な場合が多いです。","폰트 텍스처에서 문자 간의 간격을 픽셀 단위로 지정합니다.  

패딩은 문자를 개별적으로 렌더링하고 SDF 그라데이션을 생성하는 데 필요한 공간을 제공합니다 （자세한 내용은 폰트 에셋 문서를 참조하십시오）.  

패딩이 클수록 전환이 부드러워져 더 고품질의 렌더링과 두꺼운 외곽선 같은 큰 효과를 얻을 수 있습니다.  

512x512 텍스처의 경우 패딩 5 정도가 일반적으로 적절합니다.","指定字体纹理中字形之间的像素间距。

填充提供将字符单独渲染以及生成 SDF 渐变所需的空间（有关详细信息，请参阅 Font Assets 文档）。

填充越大，过渡越平滑，从而实现更高质量的渲染和更大的效果，如粗描边。

对于 512x512 的纹理，填充为 5 通常就足够了。","Especifica el espacio, en píxeles, entre los caracteres en la textura de la fuente.

El relleno proporciona el espacio necesario para renderizar el carácter por separado y para generar el degradado SDF (consulta la documentación de recursos de fuentes para más detalles).

Cuanto mayor sea el relleno, más suave será la transición, lo que permite un renderizado de mayor calidad y efectos más grandes, como contornos gruesos.

Un relleno de 5 suele estar bien para una textura de 512x512.","Geben Sie den Abstand in Pixeln zwischen Zeichen in der Schrifttextur an.  

Der Abstand bietet den notwendigen Raum, um Zeichen getrennt darzustellen und den SDF-Gradienten zu erzeugen (siehe Dokumentation zu Schrift-Assets für Details).  

Je größer der Abstand, desto weicher der Übergang, was eine höhere Darstellungsqualität und größere Effekte wie dicke Umrandungen ermöglicht.  

Ein Abstand von 5 ist für eine 512x512-Textur oft ausreichend.","Spécifiez l'espace, en pixels, entre les caractères dans la texture de police.

La marge fournit l'espace nécessaire pour afficher les caractères séparément et pour générer le dégradé SDF (voir la documentation sur les polices pour plus de détails).

Plus la marge est grande, plus la transition est fluide, ce qui permet un rendu de meilleure qualité et des effets plus importants, comme des contours épais.

Une marge de 5 est souvent suffisante pour une texture de 512x512."
label_atlas_population_mode,Atlas Population Mode,アトラス生成モード,아틀라스 채우기 모드,图集填充模式,Modo de población del atlas,Atlas-Populationsmodus,Mode de peuplement de l'atlas
tooltip_atlas_population_mode,,,,,,,
label_atlas_resolution,Atlas Resolution,アトラス解像度,아틀라스 해상도,图集分辨率,Resolución del atlas,Atlas-Auflösung,Résolution de l'atlas
tooltip_atlas_resolution,"Set the size width and height of the font texture, in pixels.

A resolution of 512 x 512 is fine for most fonts, as long as you are only including ASCII characters. Fonts with more characters may require larger resolutions, or multiple atlases.

When using an SDF font, a higher resolution produces finer gradients, and therefore higher quality text.","フォントテクスチャの幅と高さをピクセル単位で設定します。

ASCII文字のみを含む場合、512 x 512 の解像度で十分です。文字数が多いフォントでは、より大きな解像度や複数のアトラスが必要になる場合があります。

SDFフォントを使用する場合、解像度を高くするとグラデーションがより滑らかになり、より高品質なテキストが生成されます。","폰트 텍스처의 가로 및 세로 크기를 픽셀 단위로 설정합니다.  

ASCII 문자만 포함한다면 해상도 512 x 512로 충분합니다. 더 많은 문자가 필요하다면 더 큰 해상도나 여러 개의 아틀라스가 필요할 수 있습니다.  

SDF 폰트를 사용할 경우, 해상도가 높을수록 그라데이션이 섬세해져 더 높은 품질의 텍스트가 생성됩니다.","设置字体纹理的宽度和高度（以像素为单位）。

对于大多数仅包含 ASCII 字符的字体，512 x 512 的分辨率已经足够。包含更多字符的字体可能需要更高分辨率或多个图集。

使用 SDF 字体时，更高的分辨率会产生更细腻的渐变，因此获得更高质量的文本。","Establece el tamaño de ancho y alto de la textura de la fuente, en píxeles.

Una resolución de 512 x 512 es suficiente para la mayoría de fuentes, siempre que solo incluyas caracteres ASCII. Fuentes con más caracteres pueden requerir resoluciones mayores o múltiples atlas.

Al usar una fuente SDF, una resolución más alta produce degradados más finos y, por lo tanto, texto de mayor calidad.","Legen Sie die Breite und Höhe der Schrifttextur in Pixeln fest.  

Eine Auflösung von 512 x 512 reicht für die meisten Schriftarten aus, solange nur ASCII-Zeichen enthalten sind. Schriftarten mit mehr Zeichen können größere Auflösungen oder mehrere Atlanten erfordern.  

Bei einer SDF-Schrift liefert eine höhere Auflösung feinere Verläufe und dadurch eine höhere Textqualität.","Définissez la largeur et la hauteur de la texture de police, en pixels.

Une résolution de 512 x 512 convient à la plupart des polices, tant que vous incluez uniquement des caractères ASCII. Les polices avec plus de caractères peuvent nécessiter des résolutions plus grandes ou plusieurs atlas.

Lors de l'utilisation d'une police SDF, une résolution supérieure produit des dégradés plus fins et donc un texte de meilleure qualité."
label_auto_size,Auto Size,自動サイズ,자동 크기 조정,自动调整大小,Tamaño automático,Automatische Größe,Taille automatique
tooltip_auto_size,Auto sizes the text to fit the available space.,利用可能なスペースに合わせてテキストサイズを自動調整します。,텍스트를 사용 가능한 공간에 맞게 자동으로 크기를 조정합니다.,自动调整文本大小以适应可用空间。,Ajusta automáticamente el texto para que encaje en el espacio disponible.,Passt die Textgröße automatisch dem verfügbaren Platz an.,Ajuste automatiquement la taille du texte à l'espace disponible.
label_best_fit,Best Fit,最適フィット,최적 맞춤,最佳适配,Ajuste óptimo,Optimale Anpassung,Ajustement optimal
tooltip_best_fit,Should Unity ignore the size properties and simply try to fit the text to the control's rectangle?,Unity がサイズのプロパティを無視し、テキストをコントロールの矩形に収まるように調整するようにしますか？,Unity가 크기 속성을 무시하고 텍스트를 컨트롤 사각형에 맞추려 할까요?,Unity 是否应忽略大小属性，仅尝试将文本适配到控件的矩形中？,¿Debe Unity ignorar las propiedades de tamaño y simplemente intentar ajustar el texto al rectángulo del control?,"Soll Unity die Größeneigenschaften ignorieren und einfach versuchen, den Text an das Rechteck des Steuerelements anzupassen?",Unity doit-il ignorer les propriétés de taille et simplement essayer d'adapter le texte au rectangle du contrôle ?
